supplier_name_raw,supplier_name_norm,candidate_company_number,candidate_company_name,match_score,candidate_count,total_spend,decision,queue_reason
Property Made to Order,PROPERTY MADE TO ORDER,11520182,PROPERTY MADE TO ORDER LTD,1.0,1,3750,,tier 4 fuzzy
Callack Consulting,CALLACK CONSULTING,15143445,CALLACK CONSULTING LIMITED,1.0,1,3750,,tier 4 fuzzy
PAYPAL,PAYPAL,FC037891,PAYPAL LIMITED,1.0,2,3743.3,,tier 4 fuzzy
Low Carbon Exchange Limited,LOW CARBON EXCHANGE LTD,07433422,SURESERVE ENERGY SERVICES SOUTH WEST LIMITED,,1,3700,,tier 1 demoted: register name disagrees
Claimsmiths Law,CLAIMSMITHS LAW,OC443644,CLAIMSMITHS LAW LLP,1.0,1,3700,,tier 4 fuzzy
Chaos Created,CHAOS CREATED,08335221,CHAOS CREATED LIMITED,1.0,1,3695,,tier 4 fuzzy
A2I Transcription Services,A2I TRANSCRIPTION SERVICES,05391625,A2I TRANSCRIPTION SERVICES LIMITED,1.0,1,3685,,tier 4 fuzzy
Garden Court Chambers,GARDEN COURT CHAMBERS,04170245,GARDEN COURT CHAMBERS LIMITED,1.0,1,3662,,tier 4 fuzzy
Frog Flowers,FROG FLOWERS,09364660,FROG FLOWERS LTD,1.0,1,3634,,tier 4 fuzzy
Furniture Resource Centre,FURNITURE RESOURCE CENTRE,02296329,FURNITURE RESOURCE CENTRE LIMITED,,1,3615.76,,tier 1 demoted: register name disagrees
Furniture Resource Centre,FURNITURE RESOURCE CENTRE,02296329,FURNITURE RESOURCE CENTRE LIMITED,1.0,1,3615.76,,tier 4 fuzzy
REEDS RAINS,REEDS RAINS,02568254,REEDS RAINS LIMITED,1.0,1,3604.96,,tier 4 fuzzy
Frontier Therapeutics,FRONTIER THERAPEUTICS,02552048,FRONTIER THERAPEUTICS LIMITED,1.0,1,3593.7,,tier 4 fuzzy
Product Source Group Limited t/a The Souvenir Collection,PRODUCT SOURCE GROUP LTD,05888031,PRODUCT SOURCE GROUP LIMITED,1.0,1,3590,,tier 4 fuzzy
The Pet Crematorium,PET CREMATORIUM,03442460,THE PET CREMATORIUM LIMITED,1.0,1,3547.5,,tier 4 fuzzy
M A Education Limited,M A EDUCATION LTD,04200377,M M A EDUCATION LIMITED,1.0,1,3544,,tier 4 fuzzy
Shaw Technical Solutions,SHAW TECHNICAL SOLUTIONS,07210362,SHAW TECHNICAL SOLUTIONS LTD,1.0,1,3485,,tier 4 fuzzy
NEWSQUEST MEDIA GROUP,NEWSQUEST MEDIA GROUP,01676637,NEWSQUEST MEDIA GROUP LIMITED,,1,3480.21,,tier 1 demoted: register name disagrees
NEWSQUEST MEDIA GROUP,NEWSQUEST MEDIA GROUP,01676637,NEWSQUEST MEDIA GROUP LIMITED,1.0,1,3480.21,,tier 4 fuzzy
Andrew Webster,ANDREW WEBSTER,04460609,ANDREW WEBSTER LIMITED,1.0,1,3450,,tier 4 fuzzy
Cultural Fusion,CULTURAL FUSION,11011311,CULTURAL FUSION LTD,1.0,1,3420,,tier 4 fuzzy
Doves and Eagle,DOVES AND EAGLE,09404810,DOVES AND EAGLE LIMITED,1.0,1,3400,,tier 4 fuzzy
Ecomove Bristol Ltd,ECOMOVE BRISTOL LTD,12734803,ECOMOVE BRISTOL LTD,1.0,1,3369.99,,tier 4 fuzzy
Street Style Surgery,STREET STYLE SURGERY,09400171,STREET STYLE SURGERY LTD,1.0,1,3355,,tier 4 fuzzy
Optima Electrical Training,OPTIMA ELECTRICAL TRAINING,11602281,OPTIMA ELECTRICAL TRAINING LTD,1.0,1,3331.25,,tier 4 fuzzy
Sitekit Solutions Ltd,SITEKIT SOLUTIONS LTD,SC426248,SITEKIT SOLUTIONS LIMITED,1.0,1,3263,,tier 4 fuzzy
Eversheds Sutherland,EVERSHEDS SUTHERLAND,OC304065,EVERSHEDS SUTHERLAND (INTERNATIONAL) LLP,,1,3261,,tier 1 demoted: register name disagrees
Eversheds Sutherland,EVERSHEDS SUTHERLAND,10501301,EVERSHEDS SUTHERLAND LIMITED,1.0,1,3261,,tier 4 fuzzy
Minster Veterinary Practice,MINSTER VETERINARY PRACTICE,05872103,MINSTER VETERINARY PRACTICE LTD,1.0,1,3256.86,,tier 4 fuzzy
NSPCC,NSPCC,RC000374,NATIONAL SOCIETY FOR THE PREVENTION OF CRUELTY TO CHILDREN,,1,3250,,tier 1 demoted: register name disagrees
Yorkshire Pest Control,YORKSHIRE PEST CONTROL,06434349,YORKSHIRE PEST CONTROL LIMITED,1.0,1,3220,,tier 4 fuzzy
Workplace Resolutions,WORKPLACE RESOLUTIONS,12359653,WORKPLACE RESOLUTIONS LTD,1.0,1,3200,,tier 4 fuzzy
Jhoots Pharmacy Ltd,JHOOTS PHARMACY LTD,06455188,JHOOTS PHARMACY LIMITED,1.0,1,3127.95,,tier 4 fuzzy
Graybrook Property,GRAYBROOK PROPERTY,09903791,GRAYBROOK PROPERTY LIMITED,1.0,1,3105,,tier 4 fuzzy
MJV & Co Solicitors,MJV AND CO SOLICITORS,10042666,MJV & CO SOLICITORS LTD,1.0,1,3100,,tier 4 fuzzy
NEWEY & EYRE,NEWEY AND EYRE,00216596,NEWEY & EYRE LIMITED,1.0,1,3099,,tier 4 fuzzy
Radweb,RADWEB,06057546,RADWEB LTD,1.0,1,3080,,tier 4 fuzzy
Onward Homes,ONWARD HOMES,IP17186R,ONWARD HOMES LIMITED,1.0,1,3069.02,,tier 4 fuzzy
Texthelp Ltd,TEXTHELP LTD,NI031186,EVERWAY OPCO LIMITED,,1,3027,,tier 1 demoted: register name disagrees
Hot Bed Press ltd,HOT BED PRESS LTD,03704774,HOT BED PRESS,1.0,1,3010,,tier 4 fuzzy
Libraries Connected LTD,LIBRARIES CONNECTED LTD,07559747,LIBRARIES CONNECTED,1.0,1,3003.23,,tier 4 fuzzy
1St Attendance Ltd,1ST ATTENDANCE LTD,03718715,1ST ATTENDANCE LIMITED,1.0,1,2988,,tier 4 fuzzy
Costumes with Character,COSTUMES WITH CHARACTER,03798725,COSTUMES WITH CHARACTER LIMITED,1.0,1,2975,,tier 4 fuzzy
Spicerhaart Residential Lettings,SPICERHAART RESIDENTIAL LETTINGS,05304360,SPICERHAART RESIDENTIAL LETTINGS LIMITED,1.0,1,2950.56,,tier 4 fuzzy
York Survey Supply Centre,YORK SURVEY SUPPLY CENTRE,04865649,YORK SURVEY SUPPLY CENTRE LIMITED,1.0,1,2928.81,,tier 4 fuzzy
FRANK ROGERS BUILDING CONTRACTOR,FRANK ROGERS BUILDING CONTRACTOR,01324100,FRANK ROGERS (BUILDING CONTRACTOR) LIMITED,1.0,1,2925,,tier 4 fuzzy
Wardley t/a HOME Cafe Bar,WARDLEY,06701699,WARDLEY LTD,1.0,1,2915,,tier 4 fuzzy
Gainsborough Healthcare Group,GAINSBOROUGH HEALTHCARE GROUP,10433373,GAINSBOROUGH HEALTHCARE GROUP LTD,1.0,1,2882.09,,tier 4 fuzzy
BRE GROUP,BRE GROUP,02704081,BRE GROUP LIMITED,1.0,1,2880,,tier 4 fuzzy
BARTON HUXLEY MANAGEMENT,BARTON HUXLEY MANAGEMENT,12819064,BARTON HUXLEY MANAGEMENT LTD,1.0,1,2860,,tier 4 fuzzy
Broughton House,BROUGHTON HOUSE,10596930,BROUGHTON HOUSE LIMITED,1.0,1,2854.35,,tier 4 fuzzy
1919,1919,OC383420,1919 LLP,1.0,1,2803.8,,tier 4 fuzzy
Parsons Marshall Psychology,PARSONS MARSHALL PSYCHOLOGY,08990307,PARSONS MARSHALL PSYCHOLOGY LIMITED,1.0,1,2778.96,,tier 4 fuzzy
Salford Professional Development,SALFORD PROFESSIONAL DEVELOPMENT,08127329,SALFORD PROFESSIONAL DEVELOPMENT LIMITED,1.0,1,2750,,tier 4 fuzzy
Versalift Distributors (UK) Ltd,VERSALIFT DISTRIBUTORS UK LTD,02888311,VERSALIFT UNITED KINGDOM LIMITED,,1,2716.92,,tier 1 demoted: register name disagrees
Nurture Pest Control,NURTURE PEST CONTROL,14916380,NURTURE PEST CONTROL LTD,1.0,1,2696,,tier 4 fuzzy
DNA Legal,DNA LEGAL,05976135,DNA LEGAL LIMITED,1.0,1,2683.06,,tier 4 fuzzy
Unit Chambers,UNIT CHAMBERS,12692522,UNIT CHAMBERS LTD,1.0,1,2650,,tier 4 fuzzy
MT Property Consultancy,MT PROPERTY CONSULTANCY,10998773,MT PROPERTY CONSULTANCY LIMITED,1.0,1,2635,,tier 4 fuzzy
Centre for Assessment,CENTRE FOR ASSESSMENT,04089911,CENTRE FOR ASSESSMENT LIMITED,1.0,1,2606.25,,tier 4 fuzzy
Clarion Housing Group,CLARION HOUSING GROUP,IP28038R,CLARION HOUSING GROUP LIMITED,1.0,1,2600,,tier 4 fuzzy
Coram Children's Legal Centre,CORAM CHILDREN S LEGAL CENTRE,01520787,CORAM CHILDREN'S LEGAL CENTRE LIMITED,1.0,1,2591,,tier 4 fuzzy
FOUNTAIN HOUSE,FOUNTAIN HOUSE,11087627,FOUNTAIN HOUSE LIMITED,1.0,1,2581.15,,tier 4 fuzzy
THE PREMIUM ESTATES,PREMIUM ESTATES,11958360,PREMIUM ESTATES LTD,1.0,1,2563.07,,tier 4 fuzzy
Complete Machine Services,COMPLETE MACHINE SERVICES,08034121,COMPLETE MACHINE SERVICES LTD,1.0,1,2550,,tier 4 fuzzy
Michael Ward,MICHAEL WARD,01911215,MICHAEL WARD LIMITED,1.0,1,2530,,tier 4 fuzzy
Bristol Queer People of Colour C.I.C,BRISTOL QUEER PEOPLE OF COLOUR C I C,15047968,BRISTOL QUEER PEOPLE OF COLOUR SOCIALS C.I.C.,0.875,1,2500,,tier 4 fuzzy
Curae Solicitors,CURAE SOLICITORS,13924238,CURAE SOLICITORS LTD,1.0,1,2500,,tier 4 fuzzy
Taxshield,TAXSHIELD,02806971,TAXSHIELD LIMITED,1.0,1,2500,,tier 4 fuzzy
BNP Paribas Real Estate & Property Management Uk Ltd,BNP PARIBAS REAL ESTATE AND PROPERTY MANAGEMENT UK LTD,04176965,BNP PARIBAS REAL ESTATE ADVISORY & PROPERTY MANAGEMENT UK LIMITED,0.8889,1,2500,,tier 4 fuzzy
Oxford Professional Education Group,OXFORD PROFESSIONAL EDUCATION GROUP,03354327,OXFORD PROFESSIONAL EDUCATION GROUP LIMITED,1.0,1,2500,,tier 4 fuzzy
Clyde & Co,CLYDE AND CO,OC326539,CLYDE & CO LLP,1.0,1,2495,,tier 4 fuzzy
Puckator,PUCKATOR,03413131,PUCKATOR LIMITED,1.0,1,2465.18,,tier 4 fuzzy
Neurobox,NEUROBOX,10744571,NEUROBOX LIMITED,1.0,1,2456,,tier 4 fuzzy
Collaborate & Innovate t/a Cosy Direct,COLLABORATE AND INNOVATE,07483416,COLLABORATE & INNOVATE LTD,1.0,1,2442.8,,tier 4 fuzzy
Arc Locksmiths,ARC LOCKSMITHS,08772926,ARC LOCKSMITHS LTD,1.0,1,2410,,tier 4 fuzzy
MCR SEO,MCR SEO,13958094,MCR SEO LIMITED,1.0,1,2400,,tier 4 fuzzy
Light & Wall T/A Proximity,LIGHT AND WALL,13952731,LIGHT & WALL LIMITED,1.0,1,2400,,tier 4 fuzzy
The Hawthorn Hotel,HAWTHORN HOTEL,11209392,HAWTHORN HOTEL LIMITED,1.0,1,2366.67,,tier 4 fuzzy
Meaco Measurement and Control,MEACO MEASUREMENT AND CONTROL,06571701,MEACO MEASUREMENT & CONTROL LIMITED,1.0,1,2355.25,,tier 4 fuzzy
Cut By Design,CUT BY DESIGN,14079117,CUT BY DESIGN LTD,1.0,1,2340,,tier 4 fuzzy
The Care Team,CARE TEAM,03020297,THE CARE TEAM LIMITED,1.0,1,2305,,tier 4 fuzzy
Briggs & Forrester Building Services Maintenance Ltd,BRIGGS AND FORRESTER BUILDING SERVICES MAINTENANCE LTD,04371530,BGIS BUILDING SERVICES MAINTENANCE LIMITED,,1,2302.22,,tier 1 demoted: register name disagrees
LARKSPUR LODGE,LARKSPUR LODGE,09042920,LARKSPUR LODGE LTD.,1.0,1,2287.5,,tier 4 fuzzy
Impermanence Dance Theatre Ltd,IMPERMANENCE DANCE THEATRE LTD,08924635,IMPERMANENCE DANCE THEATRE,1.0,1,2250,,tier 4 fuzzy
Lawyers in Local Government Ltd,LAWYERS IN LOCAL GOVERNMENT LTD,08379439,LAWYERS IN LOCAL GOVERNMENT,1.0,1,2245,,tier 4 fuzzy
Vink UK t/a Sheet Plastics,VINK UK,01220776,VINK UK LIMITED,1.0,1,2244.27,,tier 4 fuzzy
LITTLE SPROUTS DAY NURSERY,LITTLE SPROUTS DAY NURSERY,10374191,LITTLE SPROUTS DAY NURSERY LIMITED,1.0,1,2217.2,,tier 4 fuzzy
True Solicitors,TRUE SOLICITORS,OC372714,TRUE SOLICITORS LLP,1.0,1,2189.77,,tier 4 fuzzy
Chambers & Perkins,CHAMBERS AND PERKINS,10544904,CHAMBERS AND PERKINS LIMITED,1.0,1,2182.27,,tier 4 fuzzy
Matrix Chambers,MATRIX CHAMBERS,03923287,MATRIX CHAMBERS LIMITED,1.0,1,2166.66,,tier 4 fuzzy
TVM Health Limited,TVM HEALTH LTD,10764531,TVM HEALTH LIMITED,1.0,1,2092.7,,tier 4 fuzzy
Everything Environmental ltd t/a Vent,EVERYTHING ENVIRONMENTAL LTD,05323887,EVERYTHING ENVIRONMENTAL LIMITED,1.0,1,2088.84,,tier 4 fuzzy
Little Years Nursery,LITTLE YEARS NURSERY,14019481,LITTLE YEARS NURSERY LTD,1.0,1,2080.98,,tier 4 fuzzy
Mainline Taxis,MAINLINE TAXIS,13933519,MAINLINE TAXIS LTD,1.0,1,2068,,tier 4 fuzzy
Molesworth Hotel,MOLESWORTH HOTEL,13139366,MOLESWORTH HOTEL LTD,1.0,1,2057,,tier 4 fuzzy
S J Engineering,S J ENGINEERING,04472451,S J ENGINEERING LIMITED,1.0,1,2054,,tier 4 fuzzy
Glenthorpe Homes,GLENTHORPE HOMES,09643368,GLENTHORPE HOMES LIMITED,1.0,1,2050,,tier 4 fuzzy
Whitcher Wildlife,WHITCHER WILDLIFE,04401613,WHITCHER WILDLIFE LIMITED,1.0,1,2050,,tier 4 fuzzy
Oculus Building Consultancy Ltd,OCULUS BUILDING CONSULTANCY LTD,03414863,OCULUS BUILDING CONSULTANCY LIMITED,1.0,1,2010,,tier 4 fuzzy
Halo Consultancy Services,HALO CONSULTANCY SERVICES,14222348,HALO CONSULTANCY SERVICES LTD,1.0,1,2006.65,,tier 4 fuzzy
Cheshire Woodlands,CHESHIRE WOODLANDS,08776536,CHESHIRE WOODLANDS LIMITED,1.0,1,2003.25,,tier 4 fuzzy
Townhouse lettings,TOWNHOUSE LETTINGS,06910393,TOWNHOUSE LETTINGS LIMITED,1.0,1,2000,,tier 4 fuzzy
Diggit,DIGGIT,09051546,DIGGIT LIMITED,1.0,1,2000,,tier 4 fuzzy
Bud Garden Centre,BUD GARDEN CENTRE,08883707,BUD GARDEN CENTRE LIMITED,1.0,1,2000,,tier 4 fuzzy
Paul Hilton Funeral Directors,PAUL HILTON FUNERAL DIRECTORS,11580015,PAUL HILTON FUNERAL DIRECTORS LIMITED,1.0,1,2000,,tier 4 fuzzy
Matrix Solicitors,MATRIX SOLICITORS,07470837,MATRIX SOLICITORS LIMITED,1.0,1,2000,,tier 4 fuzzy
Socitm Limited,SOCITM LTD,04396808,SOCITM,1.0,1,1995,,tier 4 fuzzy
Associated Security Services,ASSOCIATED SECURITY SERVICES,02453827,ASSOCIATED SECURITY SERVICES LIMITED,1.0,1,1985,,tier 4 fuzzy
Expert in Mind,EXPERT IN MIND,06563261,EXPERT IN MIND LIMITED,1.0,1,1959.1,,tier 4 fuzzy
Bristol It Company,BRISTOL IT COMPANY,06981921,BRISTOL IT COMPANY LTD,1.0,1,1952.08,,tier 4 fuzzy
Chorlton Community Land Trust,CHORLTON COMMUNITY LAND TRUST,RS008102,CHORLTON COMMUNITY LAND TRUST LIMITED,1.0,1,1950,,tier 4 fuzzy
Manchester Congolese Organisation,MANCHESTER CONGOLESE ORGANISATION,07564748,MANCHESTER CONGOLESE ORGANISATION LTD,1.0,1,1950,,tier 4 fuzzy
Wessex Pictures,WESSEX PICTURES,12341594,WESSEX PICTURES LIMITED,1.0,1,1914.15,,tier 4 fuzzy
Cooper Hall Solicitors,COOPER HALL SOLICITORS,10716468,COOPER HALL SOLICITORS LIMITED,1.0,1,1900,,tier 4 fuzzy
Frontline Training t/a Mental Health Training.co.uk,FRONTLINE TRAINING,13468221,FRONTLINE TRAINING LTD,1.0,1,1887,,tier 4 fuzzy
Hughes Removals,HUGHES REMOVALS,04378014,HUGHES REMOVALS LTD,1.0,1,1878.75,,tier 4 fuzzy
Outer Temple Chambers,OUTER TEMPLE CHAMBERS,04725709,THE OUTER TEMPLE CHAMBERS LIMITED,1.0,1,1866.7,,tier 4 fuzzy
Greenbank Lawyers,GREENBANK LAWYERS,07530496,GREENBANK LAWYERS LTD,1.0,1,1843.29,,tier 4 fuzzy
True Student Limited,TRUE STUDENT LTD,09864618,TRUE STUDENT LIMITED,1.0,1,1832,,tier 4 fuzzy
The Property Man,PROPERTY MAN,14540897,THE PROPERTY MAN LIMITED,1.0,1,1830,,tier 4 fuzzy
Eurofins Forensic Services,EUROFINS FORENSIC SERVICES,10715102,EUROFINS FORENSIC SERVICES LIMITED,,1,1820,,tier 1 demoted: register name disagrees
Eurofins Forensic Services,EUROFINS FORENSIC SERVICES,10715102,EUROFINS FORENSIC SERVICES LIMITED,1.0,1,1820,,tier 4 fuzzy
SOLACE Group,SOLACE GROUP,14545268,SOLACE GROUP LTD,1.0,1,1800,,tier 4 fuzzy
Literacy Planet,LITERACY PLANET,06197996,LITERACY PLANET LIMITED,1.0,1,1800,,tier 4 fuzzy
Nailsea Construction,NAILSEA CONSTRUCTION,05871898,NAILSEA CONSTRUCTION LIMITED,1.0,1,1789,,tier 4 fuzzy
Frontis Homes,FRONTIS HOMES,IP28841R,FRONTIS HOMES LIMITED,1.0,1,1781.99,,tier 4 fuzzy
The Production Guild,PRODUCTION GUILD,05883248,THE PRODUCTION GUILD LIMITED,1.0,1,1750,,tier 4 fuzzy
SUPREME CARPETS,SUPREME CARPETS,01649990,SUPREME CARPETS LIMITED,1.0,1,1739,,tier 4 fuzzy
Countrywide Residential Lettings,COUNTRYWIDE RESIDENTIAL LETTINGS,02995024,COUNTRYWIDE RESIDENTIAL LETTINGS LIMITED,1.0,1,1728,,tier 4 fuzzy
Amazing Grace,AMAZING GRACE,15893333,AMAZING GRACE LTD,1.0,1,1720,,tier 4 fuzzy
PSC Systems,PSC SYSTEMS,07448753,PSC SYSTEMS LIMITED,1.0,1,1710,,tier 4 fuzzy
LATCHKEY & VAULT,LATCHKEY AND VAULT,12599853,LATCHKEY & VAULT LIMITED,1.0,1,1700,,tier 4 fuzzy
Dunnell Estates,DUNNELL ESTATES,12457581,DUNNELL ESTATES LTD,1.0,1,1694.22,,tier 4 fuzzy
OMNI Support Group Ltd,OMNI SUPPORT GROUP LTD,13550438,OMNI SUPPORT GROUP LTD,1.0,1,1672.5,,tier 4 fuzzy
The University of Law,UNIVERSITY OF LAW,07933838,THE UNIVERSITY OF LAW LIMITED,1.0,1,1665,,tier 4 fuzzy
TOUGH FURNITURE,TOUGH FURNITURE,03333515,TOUGH FURNITURE LTD.,1.0,1,1664.4,,tier 4 fuzzy
Structural Solutions,STRUCTURAL SOLUTIONS,13069535,STRUCTURAL SOLUTIONS LTD,1.0,1,1650,,tier 4 fuzzy
Biffa Waste Services,BIFFA WASTE SERVICES,00946107,BIFFA WASTE SERVICES LIMITED,1.0,1,1625,,tier 4 fuzzy
Elizabeth House (Oldham),ELIZABETH HOUSE OLDHAM,04416439,ELIZABETH HOUSE (OLDHAM) LIMITED,1.0,1,1612,,tier 4 fuzzy
Lanes Group PLC,LANES GROUP PLC,03784486,LANES GROUP LIMITED,,1,1590,,tier 1 demoted: register name disagrees
SafeNet,SAFENET,03221595,SAFENET LIMITED,1.0,1,1586.11,,tier 4 fuzzy
School & Public Health Nurses Association (SAPHNA),SCHOOL AND PUBLIC HEALTH NURSES ASSOCIATION SAPHNA,CE003482,SCHOOL AND PUBLIC HEALTH NURSES ASSOCIATION,0.8571,1,1566.6,,tier 4 fuzzy
Linley & Simpson,LINLEY AND SIMPSON,03823391,LINLEY & SIMPSON LIMITED,1.0,1,1545,,tier 4 fuzzy
Gardeco Limited,GARDECO LTD,02881539,GARDECO LIMITED,1.0,1,1523,,tier 4 fuzzy
The SuperTalent Company,SUPERTALENT COMPANY,09484520,THE SUPERTALENT COMPANY LTD,1.0,1,1500,,tier 4 fuzzy
NATURE SIGN DESIGN,NATURE SIGN DESIGN,06146443,NATURE SIGN DESIGN LIMITED,1.0,1,1500,,tier 4 fuzzy
CHALK,CHALK,07564768,CHALK LIMITED,1.0,2,1500,,tier 4 fuzzy
Advantage Dyslexia,ADVANTAGE DYSLEXIA,13611033,ADVANTAGE DYSLEXIA LTD,1.0,1,1500,,tier 4 fuzzy
Dare 2 B Different,DARE 2 B DIFFERENT,04978684,DARE 2 B DIFFERENT LIMITED,1.0,1,1500,,tier 4 fuzzy
Symbol Family Support Services,SYMBOL FAMILY SUPPORT SERVICES,04408770,SYMBOL FAMILY SUPPORT SERVICES LIMITED,1.0,1,1490,,tier 4 fuzzy
Mark Johnson T/A Remarkable AV & Events,MARK JOHNSON,05499057,MARK JOHNSON LIMITED,1.0,1,1484,,tier 4 fuzzy
Wise Water Solutions,WISE WATER SOLUTIONS,04593499,WISE WATER SOLUTIONS LIMITED,1.0,1,1467.11,,tier 4 fuzzy
Rentokil Initial t/a Ambius UK,RENTOKIL INITIAL,00301044,RENTOKIL INITIAL UK LTD,,1,1452.52,,tier 1 demoted: register name disagrees
Rentokil Initial t/a Ambius UK,RENTOKIL INITIAL,05393279,RENTOKIL INITIAL PLC,1.0,1,1452.52,,tier 4 fuzzy
Progress Housing Association,PROGRESS HOUSING ASSOCIATION,IP27792R,PROGRESS HOUSING ASSOCIATION LIMITED,1.0,1,1450.54,,tier 4 fuzzy
Pixel Financial Management,PIXEL FINANCIAL MANAGEMENT,08161694,PIXEL FINANCIAL MANAGEMENT LTD,1.0,1,1450,,tier 4 fuzzy
M & S Property Services,M AND S PROPERTY SERVICES,13823975,M & S PROPERTY SERVICES LTD,1.0,1,1450,,tier 4 fuzzy
Treepartner,TREEPARTNER,SC482498,TREEPARTNER LTD.,1.0,1,1425,,tier 4 fuzzy
CIWM,CIWM,15426446,CIWM LTD,1.0,1,1418.93,,tier 4 fuzzy
Brain In Hand,BRAIN IN HAND,06971006,BRAIN-IN-HAND LIMITED,,1,1395,,tier 1 demoted: register name disagrees
Safetyflex Barriers,SAFETYFLEX BARRIERS,07187542,SAFETYFLEX BARRIERS LIMITED,1.0,1,1390,,tier 4 fuzzy
AJL Repair Services,AJL REPAIR SERVICES,15327923,AJL REPAIR SERVICES LTD,1.0,1,1388.98,,tier 4 fuzzy
CARPET HOUSE,CARPET HOUSE,14340075,CARPET HOUSE LTD,1.0,1,1380,,tier 4 fuzzy
Shared Lives Plus,SHARED LIVES PLUS,04511426,SHARED LIVES PLUS LIMITED,1.0,1,1379.17,,tier 4 fuzzy
GEORGE HILL OLDHAM OLDHAM,GEORGE HILL OLDHAM OLDHAM,00440308,GEORGE HILL (OLDHAM) LIMITED,1.0,1,1363.97,,tier 4 fuzzy
Total Training UK,TOTAL TRAINING UK,08372197,TOTAL TRAINING (UK) LTD,1.0,2,1320,,tier 4 fuzzy
W H Darby Ltd T/A Vaughtons,W H DARBY LTD,05337453,W H DARBY LIMITED,1.0,1,1317.63,,tier 4 fuzzy
SYKES COTTAGES,SYKES COTTAGES,04469189,SYKES COTTAGES LTD,1.0,1,1310,,tier 4 fuzzy
Civic Engineers,CIVIC ENGINEERS,06824088,CIVIC ENGINEERS LIMITED,1.0,1,1300,,tier 4 fuzzy
National Youth Advocacy Service Ltd,NATIONAL YOUTH ADVOCACY SERVICE LTD,02722134,THE NATIONAL YOUTH ADVOCACY SERVICE,1.0,1,1300,,tier 4 fuzzy
Blind Image,BLIND IMAGE,12357628,BLIND IMAGE LIMITED,1.0,1,1300,,tier 4 fuzzy
Community Furniture Store Selby,COMMUNITY FURNITURE STORE SELBY,05748655,COMMUNITY FURNITURE STORE (SELBY) LTD,1.0,1,1284.17,,tier 4 fuzzy
Emotion Coaching UK,EMOTION COACHING UK,09980744,EMOTION COACHING UK LIMITED,1.0,1,1280,,tier 4 fuzzy
St Johns Buildings,ST JOHNS BUILDINGS,03058225,ST. JOHNS BUILDINGS LIMITED,1.0,1,1262.5,,tier 4 fuzzy
OPODO,OPODO,04051797,OPODO LIMITED,1.0,1,1254.52,,tier 4 fuzzy
Contour Homes,CONTOUR HOMES,IP23607R,CONTOUR HOMES LIMITED,1.0,1,1253.35,,tier 4 fuzzy
Driscoll Kingston Solicitors,DRISCOLL KINGSTON SOLICITORS,11306253,DRISCOLL KINGSTON SOLICITORS LIMITED,1.0,1,1250,,tier 4 fuzzy
Stapleton Waterhouse,STAPLETON WATERHOUSE,04992409,STAPLETON WATERHOUSE LTD,1.0,1,1250,,tier 4 fuzzy
Carter Brown,CARTER BROWN,13697581,THE CARTER-BROWN GROUP LIMITED,,1,1245.32,,tier 1 demoted: register name disagrees
Castings Services,CASTINGS SERVICES,09631508,CASTINGS SERVICES LIMITED,1.0,1,1240,,tier 4 fuzzy
CIRIA,CIRIA,03821362,CIRIA SERVICES LIMITED,,1,1235,,tier 1 demoted: register name disagrees
Institute of Licensing Limited,INSTITUTE OF LICENSING LTD,04884548,THE INSTITUTE OF LICENSING,1.0,1,1230,,tier 4 fuzzy
Sedgemoor Publicity,SEDGEMOOR PUBLICITY,07184862,SEDGEMOOR PUBLICITY LTD,1.0,1,1230,,tier 4 fuzzy
GLO Security,GLO SECURITY,10413698,GLO SECURITY LTD,1.0,1,1202.68,,tier 4 fuzzy
Future Leap Es Ltd,FUTURE LEAP ES LTD,14874540,FUTURE LEAP ES LIMITED,1.0,1,1200,,tier 4 fuzzy
Acaster Malbis Community Events,ACASTER MALBIS COMMUNITY EVENTS,12392700,ACASTER MALBIS COMMUNITY EVENTS LTD,1.0,1,1200,,tier 4 fuzzy
Batchable Enterprises t/a Pharmaco,BATCHABLE ENTERPRISES,02855120,BATCHABLE ENTERPRISES LIMITED,1.0,1,1165.65,,tier 4 fuzzy
Immigration Social Work Services,IMMIGRATION SOCIAL WORK SERVICES,12989336,IMMIGRATION SOCIAL WORK SERVICES LIMITED,1.0,1,1160,,tier 4 fuzzy
GIFTCARDS GROUP,GIFTCARDS GROUP,14477867,GIFTCARDS GROUP LTD,1.0,1,1157.95,,tier 4 fuzzy
Arcus Consulting,ARCUS CONSULTING,07027105,ARCUS CONSULTING LIMITED,1.0,2,1150,,tier 4 fuzzy
Professional Association for Childcare and Early Years (PACEY),PROFESSIONAL ASSOCIATION FOR CHILDCARE AND EARLY YEARS PACEY,02060964,PROFESSIONAL ASSOCIATION FOR CHILDCARE AND EARLY YEARS,0.875,1,1145.63,,tier 4 fuzzy
STUDIO TWWO,STUDIO TWWO,09913080,STUDIO TWWO LIMITED,1.0,1,1140,,tier 4 fuzzy
Ethitec,ETHITEC,04298748,ETHITEC LIMITED,1.0,1,1134,,tier 4 fuzzy
Foresight Clinical Services,FORESIGHT CLINICAL SERVICES,06354163,FORESIGHT CLINICAL SERVICES LIMITED,1.0,1,1133.5,,tier 4 fuzzy
Everything Branded,EVERYTHING BRANDED,07216411,EVERYTHING BRANDED LIMITED,1.0,1,1129.75,,tier 4 fuzzy
Nisbets,NISBETS,01693112,NISBETS LIMITED,1.0,1,1128.1,,tier 4 fuzzy
